lat;lon;species;diameter;raster
-25.0091607618186;31.4967826412692;tt;1.885012;12021
-25.0090180665182;31.4974561006322;tt;4.023363;12021
-25.0091524125148;31.4974580956482;tt;3.703501;12021
-25.0095403941161;31.49757989161;tt;4.158731;12021
-25.0090705828665;31.4968527166851;tt;4.072723;12021
-25.0095548904956;31.4976234282826;tt;1.016145;12021
-25.0087346172072;31.4973642891399;tt;2.774132;12021
-25.0092554690603;31.4973921055905;tt;1.453644;12021
-25.0089193942631;31.4968736841718;tt;2.020002;12021
-25.0089306709407;31.4972542541883;tt;1.078807;12021
-25.0092266541562;31.4968097951109;tt;2.288218;12021
-25.0087784415731;31.497198384981;tt;5.317607;12021
-25.0095684832013;31.496802358709;tt;3.380244;12021
-25.0095144565267;31.4971190669692;tt;5.651203;12021
-25.0096650938837;31.4969548843759;tt;5.991581;12021
-25.0095693811404;31.4971526313668;tt;2.838225;12021
-25.0089431316586;31.496921746573;tt;5.384369;12021
-25.0090954951605;31.4967892075131;tt;5.160542;12021
-25.008910265408;31.4970568824773;tt;3.412745;12021
-25.0087919472087;31.4968352605334;tt;5.52697;12021
-25.0089069636561;31.4971880252041;tt;2.7881;12021
-25.0090698258935;31.4971313018336;tt;2.6424;12021
-25.0096511266444;31.4975319507412;tt;3.044445;12021
-25.0093021764337;31.497129085444;tt;4.599322;12021
-25.0091303661647;31.4971671361313;tt;4.035081;12021
-25.0094059215348;31.4976184585665;tt;1.786832;12021
-25.0091541517701;31.4972913269525;tt;2.532312;12021
-25.0093280778703;31.4969550584286;tt;2.669649;12021
-25.009186480348;31.4974247007147;tt;5.37456;12021
-25.0093810295064;31.4974312041128;tt;2.70126;12021
-25.0088116912653;31.4968746203149;tt;5.630207;12021
-25.0088484658297;31.4974591206824;tt;2.098964;12021
-25.0088753416338;31.4966842764182;tt;5.014067;12021
-25.0092579616652;31.4975009169969;tt;1.603105;12021
-25.0089250895498;31.4971933967327;tt;4.259421;12021
-25.0088310776011;31.4970388084249;tt;5.937182;12021
-25.0092854406779;31.4968673703438;tt;4.537359;12021
-25.0095954729227;31.4967585563272;tt;5.968636;12021
-25.0092684299225;31.49730813918;tt;2.2116;12021
-25.0095246877967;31.4966901687296;tt;3.088326;12021
-25.0094516864799;31.4972549714444;tt;4.785031;12021
-25.0094681169367;31.4970097440418;tt;4.461853;12021
-25.0096386727503;31.4973526729019;tt;3.35209;12021
-25.0087506093756;31.4969704768738;tt;1.011179;12021
-25.008982769303;31.4968186518611;tt;2.331594;12021
-25.0087513394336;31.4967203122092;tt;5.416747;12021
-25.008912637977;31.497240111624;tt;5.931224;12021
-25.0089959535089;31.4974959102296;tt;5.442637;12021
-25.0094752924128;31.4967422598362;tt;2.38909;12021
-25.0094020792624;31.4968872918362;tt;2.15136;12021
-25.0092354336692;31.4975320701307;tt;1.989445;12021
-25.0094557401709;31.4975590970066;tt;2.053938;12021
-25.0094435630612;31.4968422314322;tt;5.700376;12021
-25.0093959039967;31.496923116609;tt;5.297374;12021
-25.0089821120286;31.4969685791558;tt;4.645602;12021
-25.009613508155;31.4969378209415;tt;5.557933;12021
-25.0089419620626;31.4974356602831;tt;3.00317;12021
-25.0095851495099;31.4972823338614;tt;5.104641;12021
-25.0088099421133;31.4971877143468;tt;1.869576;12021
-25.0088441451404;31.4973491930727;tt;3.592783;12021
-25.0094486796841;31.4975304414786;tt;1.365867;12021
-25.0087739214932;31.4974133167399;tt;2.620344;12021
-25.0090232473653;31.4971259952337;tt;1.78333;12021
-25.0090768589191;31.4970710576954;tt;5.502594;12021
-25.0094331521674;31.4975985824;tt;4.835632;12021
-25.0089154991695;31.4969509942222;tt;2.162395;12021
-25.0096139946226;31.4968014562553;tt;1.085434;12021
-25.0095410267754;31.4974123729933;tt;4.360174;12021
-25.0091956391799;31.4973606610335;tt;5.443389;12021
-25.0088427969641;31.4974374874007;tt;4.042732;12021
-25.0095288914762;31.4972838382367;tt;2.85793;12021
-25.0090984164318;31.4969137029606;tt;4.958207;12021
-25.0090231628796;31.4968558169441;tt;3.915372;12021
-25.0088704825584;31.4972577114616;tt;4.456214;12021
-25.009505026925;31.496838331018;tt;1.10482;12021
-25.008942852272;31.496846937394;tt;3.712096;12021
-25.0092955700171;31.4973830602256;tt;1.335753;12021
-25.0090362529334;31.4975946259371;tt;4.91759;12021
-25.0092954316287;31.496694963558;tt;1.100056;12021
-25.0095765851793;31.4968281521738;tt;3.140278;12021
-25.0088694254036;31.4972571001689;tt;5.534421;12021
-25.0092153032582;31.4971652351425;tt;1.093952;12021
-25.0091440759314;31.497080271467;tt;5.880452;12021
-25.0091820775151;31.4970399542199;tt;5.62352;12021
-25.0093946666028;31.4968087430805;tt;4.875801;12021
-25.009164442094;31.4974562661332;tt;2.857607;12021
-25.0091742917092;31.4972895144549;tt;5.52627;12021
-25.0087824467724;31.4969757220054;tt;3.216799;12021
-25.0087666171214;31.497002063313;tt;5.072413;12021
-25.0087998208568;31.497243331346;tt;1.342734;12021
-25.008812476584;31.4972128425445;tt;5.264035;12021
-25.0092818420873;31.4974363456785;tt;3.410626;12021
-25.0090568883229;31.4973626922086;tt;4.510572;12021
-25.008743013643;31.4975216620391;tt;5.871757;12021
-25.0090622467459;31.4975240526639;tt;4.079335;12021
-25.009088206079;31.4967180832793;tt;3.993665;12021
-25.0089141652364;31.4972589038138;tt;3.495611;12021
-25.0093584798852;31.4970684795108;tt;2.436962;12021
-25.0087659183062;31.4971243147501;tt;2.230132;12021
-25.0091588303631;31.496712557894;tt;2.919727;12021
-25.008794420861;31.4974450513662;tt;4.235825;12021
-25.0096097917723;31.4975671788292;tt;3.673073;12021
-25.0096560925391;31.4968958588978;tt;1.372728;12021
-25.0088851586318;31.4971175831215;tt;3.958204;12021
-25.0087237114778;31.4969955272259;tt;2.953472;12021
-25.009409907667;31.4967984751196;tt;4.005138;12021
-25.0089421827894;31.4970231779107;tt;1.392316;12021
-25.0089152119867;31.4973239813201;tt;2.939404;12021
-25.0094727537709;31.4975454544514;tt;1.35232;12021
-25.0088246073886;31.4967847684356;tt;1.129792;12021
-25.0088093874133;31.4972560060017;tt;3.546412;12021
-25.0093696375759;31.4975126353773;tt;2.395867;12021
-25.009352036837;31.4973745697088;tt;4.648905;12021
-25.0089848625394;31.4973821398018;tt;3.05016;12021
-25.0095781398588;31.497460442973;tt;1.532064;12021
-25.0094417448338;31.4973124724208;tt;2.171067;12021
-25.0095806487166;31.4976130341347;tt;4.441662;12021
-25.0095943282288;31.4972837912791;tt;1.255651;12021
-25.0094363161781;31.4970868316851;tt;5.45113;12021
-25.0090060863111;31.4967428052859;tt;2.229399;12021
-25.0089583880021;31.4966729189679;tt;3.049328;12021
-25.0087320464728;31.4968749979183;tt;2.34515;12021
-25.0090505593711;31.4967751330261;tt;4.192956;12021
-25.0093038980319;31.4972293855901;tt;2.018088;12021
-25.0089477770878;31.4968755995238;tt;5.367851;12021
-25.0091894319001;31.4969336641799;tt;3.781008;12021
-25.0095516805932;31.4971524511946;tt;1.65108;12021
-25.0088397425803;31.4969840579437;tt;4.493934;12021
-25.0094308017157;31.4972340916442;tt;3.126326;12021
-25.0093449983445;31.496708669926;tt;1.921939;12021
-25.0088602691738;31.4971393762778;tt;2.999466;12021
-25.0088940467531;31.4974170360003;tt;1.988258;12021
-25.0096506645691;31.4970282288761;tt;5.047149;12021
-25.0089748232008;31.49694580117;tt;1.315805;12021
-25.0091459631246;31.4973793552914;tt;4.495227;12021
-25.0095651314015;31.4970245984137;tt;5.0847;12021
-25.0095045439404;31.4968580551011;tt;5.236725;12021
-25.0087620559042;31.496880427537;tt;3.328613;12021
-25.009280961339;31.4971795753422;tt;2.869437;12021
-25.009656087194;31.4970161324532;tt;2.423761;12021
-25.0091313678538;31.4969209957787;tt;5.687579;12021
-25.0095405329196;31.4974914198069;tt;1.302014;12021
-25.0090306696872;31.4971308151971;tt;5.857233;12021
-25.009538024192;31.4971522029126;tt;1.487165;12021
-25.00880443321;31.4976142399987;tt;4.374908;12021
-25.009159514105;31.497040561993;tt;4.601653;12021
-25.009535753506;31.4973383655641;tt;5.41995;12021
-25.0093395435169;31.4970920372027;tt;4.875876;12021
-25.0095276924553;31.4973229431576;tt;1.720589;12021
-25.0091358821125;31.4976227525374;tt;5.801925;12021
-25.0091275168415;31.496995496165;tt;2.055358;12021
-25.0088703136109;31.4974098643606;tt;5.546145;12021
-25.00879801851;31.4974193246867;tt;2.388584;12021
-25.00941713665;31.4968883854765;tt;3.45158;12021
-25.0090048191464;31.4973790981857;tt;2.723107;12021
-25.0087534530415;31.4970118854452;tt;4.711952;12021
-25.0092340131774;31.4971865372943;tt;3.130327;12021
-25.0088829027204;31.4969770612948;tt;5.3492;12021
-25.0089697111184;31.4971781935635;tt;2.422555;12021
-25.0094055565141;31.4973318820058;tt;2.814578;12021
-25.0092966683262;31.4974166197578;tt;4.856987;12021
-25.0090217658951;31.4975441885243;tt;18.52417;12021
-25.0095795886209;31.4974871398095;tt;20.41207;12021
-25.0090364505135;31.4975885291584;tt;18.29454;12021
-25.0089884052519;31.4968190309124;tt;22.37677;12021
-25.0096589190589;31.4967040790691;tt;18.31158;12021
-25.0096605045795;31.4971836517444;tt;18.9547;12021
-25.0092095615265;31.4966775477938;tt;23.49078;12021
-25.0089597408731;31.4967208430069;tt;18.45863;12021
-25.0088205967171;31.4975025345325;tt;23.96131;12021
-25.009298465738;31.4975970408564;tt;19.85659;12021
-25.0095932351887;31.4974036545942;tt;20.22046;12021
-25.0088276269007;31.4967070117024;tt;20.86322;12021
-25.0093535329418;31.4969333089524;tt;21.97357;12021
-25.0095422082315;31.4969835616539;tt;22.76247;12021
-25.0096731438791;31.4973992874014;tt;23.89738;12021
-25.0090978624414;31.4967352088975;tt;20.36675;12021
-25.0089692698426;31.497373764151;tt;19.21171;12021
-25.0095311619064;31.4971488499547;tt;21.26258;12021
-25.0088635303229;31.4971690936023;tt;20.64167;12021
-25.009619690624;31.4971986706873;tt;19.45051;12021
-25.0096190780265;31.4974621587709;tt;20.12214;12021
-25.0095124039083;31.4975564272405;tt;19.7167;12021
-25.0093685987376;31.4975364247109;tt;21.7303;12021
-25.0095513644243;31.497617113291;tt;18.96579;12021
-25.0094340957254;31.4974781471771;tt;18.16287;12021
-25.0092953411773;31.4970320409983;tt;18.30087;12021
-25.009502706171;31.4976203985961;tt;20.12418;12021
-25.0091605587881;31.4975799871752;tt;19.47929;12021
-25.0094047469739;31.497196539448;tt;20.70339;12021
-25.0091724087417;31.4970715600308;tt;21.00908;12021
-25.0089310610902;31.4967691634361;tt;19.56466;12021
-25.0093134238772;31.4967232477019;tt;20.17951;12021
-25.0096503628694;31.4973357968785;tt;21.39157;12021
-25.0095299581225;31.4975601976695;tt;21.29997;12021
-25.0096178865814;31.49723025289;tt;22.43026;12021
-25.0095268613292;31.49755926192;tt;22.74534;12021
-25.0093000380608;31.4976034898886;tt;22.36705;12021
-25.0095376073758;31.4972348612302;tt;20.7064;12021
-25.0091353639567;31.4975948297031;tt;22.31855;12021
-25.0093934300359;31.4967075384772;tt;19.60047;12021
-25.0088614314588;31.4971752877092;tt;18.61444;12021
-25.0096315054661;31.4975614696755;tt;22.92418;12021
-25.0095703760298;31.4971855447262;tt;22.39788;12021
-25.0091573664439;31.497437039302;tt;20.35918;12021
-25.0087265135807;31.4976249515406;tt;21.94823;12021
-25.0087691617491;31.4975910418781;tt;19.66333;12021
-25.0103565776329;31.4969404483453;sb;5.551331;12022
-25.0104947298623;31.4975836919881;sb;2.365564;12022
-25.0105272637674;31.4976190013045;sb;2.290483;12022
-25.0098130131024;31.4970252689689;sb;2.078448;12022
-25.0106149565763;31.4972619498027;sb;3.929034;12022
-25.0102642510773;31.4973591268098;sb;1.480127;12022
-25.0103936681264;31.4975584981236;sb;3.424722;12022
-25.010244166899;31.4967560365568;sb;4.047844;12022
-25.0104095278028;31.4967163971412;sb;4.580984;12022
-25.0102415427401;31.4973513260438;sb;4.642521;12022
-25.0105044103619;31.497357773542;sb;3.394154;12022
-25.0100985487095;31.4969795560734;sb;2.690838;12022
-25.0103684551978;31.4972013979921;sb;3.141047;12022
-25.0103244019337;31.4974152909318;sb;1.943303;12022
-25.009761678084;31.497408016793;sb;5.897388;12022
-25.0103035377034;31.4971878878093;sb;3.704477;12022
-25.0100227080492;31.4971080666802;sb;2.585196;12022
-25.0098726093083;31.4968751962412;sb;26.13774;12022
-25.0098913776965;31.497220348884;ca;2.209495;12022
-25.0098408622759;31.4966860718346;ca;4.585582;12022
-25.0101898899185;31.49731368712;ca;1.369891;12022
-25.0099532936827;31.4970152653606;ca;3.813606;12022
-25.0099195591933;31.4970543057955;ca;5.726184;12022
-25.0099246303555;31.4975995048001;ca;5.801607;12022
-25.0098827987192;31.4975633971349;ca;5.374345;12022
-25.0102114596219;31.4971752660956;ca;2.685932;12022
-25.0098322324063;31.4967259865341;ca;5.760872;12022
-25.0103966783739;31.4972062453912;ca;2.003901;12022
-25.0105674019773;31.4974437928852;ca;5.943536;12022
-25.0102616068553;31.4974845764503;ca;1.078178;12022
-25.0103412643071;31.4974689016439;ca;2.747662;12022
-25.0102340962868;31.4975528140424;ca;4.469178;12022
-25.0102612661742;31.4975516893903;ca;2.835007;12022
-25.0102343855189;31.4972383552011;ca;4.233228;12022
-25.0099314290579;31.4971827955457;ca;5.232113;12022
-25.0098675859253;31.4969965106128;ca;4.52427;12022
-25.0097436100236;31.4974972670847;ca;1.154647;12022
-25.0098901524185;31.4973471505159;ca;5.902469;12022
-25.0101672282671;31.4972047523039;ca;3.545332;12022
-25.0101940913258;31.4973435032679;ca;5.223114;12022
-25.0101214339623;31.4972418908936;ca;5.641871;12022
-25.010012347259;31.4972386354552;ca;1.17191;12022
-25.0098662352173;31.4968862711512;ca;2.391964;12022
-25.0099616992172;31.4972753417903;ca;3.118109;12022
-25.0100752546632;31.4968022930519;ca;3.035048;12022
-25.0103103376812;31.4970748035133;ca;4.993199;12022
-25.0105296254233;31.4974974528967;ca;1.145097;12022
-25.0100395111352;31.4972103630452;ca;4.107223;12022
-25.0105236818937;31.4975254887269;ca;3.077248;12022
-25.0096803765283;31.4973555458795;ca;5.806767;12022
-25.0100563858082;31.4972239771513;ca;3.215889;12022
-25.010244032183;31.4968929764421;ca;4.906461;12022
-25.0098505437371;31.4967460330256;ca;5.857436;12022
-25.0098226494548;31.4974865313672;ca;1.120984;12022
-25.0097342812175;31.4970588483569;ca;2.260402;12022
-25.0103998210702;31.4976016455339;ca;2.48606;12022
-25.0101866661593;31.4969302323515;ca;5.606043;12022
-25.0100578562949;31.4974108049523;ca;2.518194;12022
-25.0102595446407;31.4966905076654;ca;2.143186;12022
-25.0104203184795;31.4973018233819;ca;3.820602;12022
-25.0098497519179;31.4968561662429;ca;5.458091;12022
-25.010241875927;31.49718170538;ca;1.747188;12022
-25.0099940403483;31.4975264926647;ca;2.047218;12022
-25.0105606736342;31.4973276758458;ca;3.777397;12022
-25.0105645937767;31.4974112526988;ca;2.335161;12022
-25.0102541229541;31.4968435620785;ca;4.766759;12022
-25.0097305365226;31.497146625616;ca;1.478718;12022
-25.0102506714838;31.4970830146734;ca;1.462887;12022
-25.0098188450577;31.4966949644585;ca;4.184085;12022
-25.0105551957165;31.4968760823533;ca;2.155078;12022
-25.0104623828703;31.4969010893792;ca;1.863344;12022
-25.0101136468773;31.4968611585297;ca;4.106452;12022
-25.0105561127768;31.4968105975923;ca;3.945941;12022
-25.0104928815279;31.4972319820048;ca;1.58859;12022
-25.010106443171;31.4973727125561;ca;2.798771;12022
-25.0099031391503;31.4969653276734;ca;2.591899;12022
-25.0104248320882;31.4967336655016;ca;4.49536;12022
-25.0105481901119;31.4974200284195;ca;4.836617;12022
-25.0098937163667;31.4976267831829;ca;1.693079;12022
-25.0096966173785;31.4974087998925;ca;3.003145;12022
-25.0104850353271;31.4971352379625;ca;2.955437;12022
-25.0106207734356;31.4970075029362;ca;2.351173;12022
-25.0101602988546;31.497218685807;ca;3.879783;12022
-25.0101729264662;31.4974659769832;ca;3.665314;12022
-25.010509394599;31.4972079474874;ca;3.479073;12022
-25.0100389458158;31.4974269443502;ca;1.982301;12022
-25.0102939304393;31.4975889680442;ca;1.058342;12022
-25.0103701262407;31.4972640191158;ca;3.814867;12022
-25.0103507527969;31.4969289370811;ca;1.755987;12022
-25.0103787654118;31.4970968363001;ca;1.153998;12022
-25.0097977448178;31.4972634369462;ca;1.053799;12022
-25.0101969139492;31.4973085788585;ca;2.289753;12022
-25.0105877796004;31.4968776140711;ca;5.51891;12022
-25.0103480212972;31.4975676566885;ca;3.642675;12022
-25.0103854135818;31.4976192656588;ca;1.865512;12022
-25.0098832750097;31.4970750464547;ca;2.998432;12022
-25.0099954065089;31.4971163228837;ca;2.298616;12022
-25.0102483438655;31.4970281806364;ca;2.536689;12022
-25.0096880206081;31.497613740878;ca;1.296423;12022
-25.0097965930407;31.4970113301305;ca;2.918268;12022
-25.0105648371434;31.4971410519945;ca;2.504467;12022
-25.0102641238337;31.497467330164;ca;3.57332;12022
-25.010401941308;31.4967940301027;ca;5.972867;12022
-25.0104938764565;31.4975065290483;ca;1.187305;12022
-25.0097083955979;31.4972565393543;ca;4.836816;12022
-25.0103210198179;31.4967276086503;ca;5.001098;12022
-25.0104934769079;31.4966829392129;ca;1.815138;12022
-25.0103961224948;31.4975648788971;ca;4.950637;12022
-25.0097831412343;31.4974998314385;ca;3.117956;12022
-25.0099753904922;31.4968467517328;ca;3.351963;12022
-25.010228131405;31.4974810312876;ca;3.080966;12022
-25.0098222762991;31.4968986698356;ca;3.132855;12022
-25.0101289197541;31.4970106979522;ca;3.840538;12022
-25.0102585379916;31.4967175136116;ca;2.390805;12022
-25.0098826351062;31.4975564305331;ca;3.166228;12022
-25.0098014226971;31.4973668764188;ca;3.687186;12022
-25.0105895228277;31.4973706589102;ca;1.882193;12022
-25.0103652525855;31.4972811960284;ca;2.986145;12022
-25.0099212037969;31.4971482335612;ca;4.925831;12022
-25.0106206972248;31.497549077194;ca;1.637335;12022
-25.0098505823677;31.4973617931072;ca;3.166736;12022
-25.0105189763737;31.4975711815575;ca;3.40828;12022
-25.0103064519012;31.4970940392886;ca;1.475728;12022
-25.0098867438349;31.4967912038705;ca;3.400896;12022
-25.0101295572133;31.4970379001567;ca;2.978607;12022
-25.0102142479016;31.4971734163004;ca;3.193513;12022
-25.0102685415028;31.4975065738888;ca;2.076269;12022
-25.0098595710053;31.4968966189714;ca;5.306187;12022
-25.0102558031252;31.4968681878356;ca;2.913146;12022
-25.0100291378167;31.4969317090013;ca;5.910716;12022
-25.0098233696335;31.4976049287736;ca;5.612843;12022
-25.010391530909;31.4974867482156;ca;3.2974;12022
-25.0104642613749;31.4970433369473;ca;4.720103;12022
-25.0102656660323;31.4972552936071;ca;2.39244;12022
-25.0101357326631;31.4972584501921;ca;4.285275;12022
-25.0099024766137;31.4968876425019;ca;3.560707;12022
-25.0101410933396;31.4967586645232;ca;2.635111;12022
-25.0102086499578;31.4974496960665;ca;1.732669;12022
-25.0098775908964;31.4972295827895;ca;4.753592;12022
-25.0097659880934;31.4975255749705;ca;2.68021;12022
-25.0104682466988;31.4972261863873;ca;2.62169;12022
-25.0098130584356;31.4972007001389;ca;5.060528;12022
-25.0099817885141;31.497390508706;ca;2.823385;12022
-25.010268170667;31.4967617484637;ca;2.754014;12022
-25.0097627407698;31.4972503337739;ca;2.213582;12022
-25.0105683853129;31.4967253811304;ca;2.339384;12022
-25.0101539595447;31.4971204475077;ca;5.946782;12022
-25.0097124053689;31.4968291811208;ca;5.822373;12022
-25.0097582986822;31.4969531760576;ca;2.709095;12022
-25.0104612341808;31.4974802539679;ca;5.055314;12022
-25.0102774163345;31.4968725263756;ca;1.236207;12022
-25.0097214581509;31.4968104524906;ca;5.134278;12022
-25.0106289029675;31.4970558701876;ca;4.2035;12022
-25.00978605788;31.4973404823662;ca;1.98473;12022
-25.0097040250907;31.4969245830144;ca;3.513544;12022
-25.0101731546459;31.4967160009895;ca;3.05403;12022
-25.0100701911611;31.4969458564903;ca;4.791067;12022
-25.0103160007119;31.497053746526;ca;3.182229;12022
-25.0097048438455;31.497462460118;ca;2.426841;12022
-25.0098936218977;31.4967532274401;ca;1.686489;12022
-25.0100534633088;31.4974762048116;ca;5.518429;12022
-25.0102426111718;31.4975192535139;ca;3.162063;12022
-25.0101857964971;31.4970044315164;ca;1.411182;12022
-25.0106065109986;31.4972337868467;ca;4.876058;12022
-25.0104511772551;31.4973533647845;ca;1.731284;12022
-25.0101768619295;31.497142387285;ca;5.558893;12022
-25.0100125344413;31.4972793994792;ca;5.072008;12022
-25.0097921780906;31.4973940808064;ca;1.730913;12022
-25.0105635771132;31.4968325515375;ca;3.493672;12022
-25.0101581728112;31.496727942081;ca;2.44276;12022
-25.010587072624;31.4972239639624;ca;5.880433;12022
-25.0101618891092;31.4971881469679;ca;5.933784;12022
-25.0102524701349;31.4974175452281;ca;5.800169;12022
-25.0104012135302;31.4975562038781;ca;5.89708;12022
-25.0102996180535;31.4974379836268;ca;1.365733;12022
-25.0103661317623;31.4969096442486;ca;3.239051;12022
-25.010349003019;31.4967083131088;ca;4.471114;12022
-25.0099185037989;31.4974504879954;ca;4.51646;12022
-25.0097076010419;31.4969432732267;ca;4.217898;12022
-25.0098002975626;31.4972856334837;ca;5.44553;12022
-25.010290534141;31.4974451383167;ca;3.144519;12022
-25.0101251647282;31.4975365002718;ca;5.358927;12022
-25.0098220305158;31.4967150155559;ca;3.927748;12022
-25.0099955460409;31.4975985964458;ca;4.712356;12022
-25.0102857554473;31.4970458852876;ca;4.299956;12022
-25.0103243443219;31.4974218372357;ca;5.244652;12022
-25.009909523562;31.4973652447906;ca;5.03459;12022
-25.0100773601821;31.4969202178233;ca;4.959127;12022
-25.0102673654493;31.497452111881;ca;4.932466;12022
-25.0103488164568;31.4969841982968;ca;3.892665;12022
-25.0098867990166;31.4973671069897;ca;3.509625;12022
-25.0097145826639;31.4967707837491;ca;3.968229;12022
-25.0099808346822;31.4969916865873;ca;2.619661;12022
-25.0103581875253;31.497603926389;ca;1.280416;12022
-25.0097556866901;31.4970264366039;ca;2.487337;12022
-25.0100492225326;31.4975491576694;ca;4.149465;12022
-25.0099542191646;31.4967886472696;ca;4.466692;12022
-25.009926116446;31.4968959153634;ca;5.588115;12022
-25.0102643522158;31.4974322462603;ca;5.095856;12022
-25.0106161396832;31.4974861039634;ca;3.005956;12022
-25.0096824492691;31.4971556463309;ca;5.766952;12022
-25.0102087171435;31.4971745190625;ca;4.580211;12022
-25.0097302516469;31.4966912942408;ca;5.529972;12022
-25.0102333331453;31.4973053312585;ca;3.411862;12022
-25.0106294744504;31.4967777647818;ca;3.118448;12022
-25.0100004393919;31.4967307373021;ca;5.396317;12022
-25.0097158885929;31.4973487217559;ca;2.597708;12022
-25.0102939463695;31.4974072233435;ca;3.590535;12022
-25.0098032827737;31.497614501898;ca;4.354775;12022
-25.0105496095543;31.4976141130008;ca;4.925494;12022
-25.0102822697995;31.4973895370779;ca;5.680814;12022
-25.0100960918522;31.4968782528111;ca;3.293077;12022
-25.010251047995;31.4974294386593;ca;3.378804;12022
-25.0101218419289;31.4968354429413;ca;5.848854;12022
-25.0106077889939;31.4972527578695;ca;4.846608;12022
-25.0102813424511;31.4975875940518;ca;5.569092;12022
-25.0104735959714;31.4969644807206;ca;4.66815;12022
-25.0099947054175;31.4974117432178;ca;3.797021;12022
-25.0104755974648;31.4967307799168;ca;1.025529;12022
-25.0105453673993;31.4967603468198;ca;4.697154;12022
-25.0105311982048;31.497172851964;ca;2.148201;12022
-25.0098796183852;31.4971106360261;ca;4.37117;12022
-25.0098704696898;31.4968257381167;ca;1.452721;12022
-25.0102773124498;31.4968761707389;ca;2.959915;12022
-25.0097726772491;31.4972501080037;ca;4.38434;12022
-25.0100240050163;31.4967992932784;ca;5.051094;12022
-25.0098012643355;31.4969248465262;ca;4.12661;12022
-25.0106260212424;31.497520803278;ca;4.008467;12022
-25.0099399015053;31.4972881146499;ca;4.517255;12022
-25.0102599567457;31.4972152714695;ca;1.852211;12022
-25.0097010365615;31.4976120673721;ca;2.52072;12022
-25.0104671041198;31.4970045565563;ca;4.978355;12022
-25.0103828323398;31.4970927432166;ca;5.69202;12022
-25.0103170600301;31.4967710573537;ca;1.195784;12022
-25.0099900656013;31.4971504194734;ca;1.889196;12022
-25.0104660113534;31.4966710369838;ca;1.591542;12022
-25.0098666948465;31.49671190245;ca;3.155456;12022
-25.0097990977187;31.4969832429016;ca;2.491444;12022
-25.010187174286;31.4973308292095;ca;5.21636;12022
-25.0100331381899;31.4966712301109;ca;1.161633;12022
-25.0105427409861;31.49672564311;ca;4.092983;12022
-25.0100993894591;31.4975465335257;ca;3.627467;12022
-25.0104840627588;31.497350032031;ca;3.315707;12022
-25.0100420572474;31.496942072308;ca;2.898054;12022
-25.0101736449135;31.4970615339324;ca;3.809683;12022
-25.0103269729401;31.4974919052246;ca;5.549082;12022
-25.0097945842982;31.4970970134667;ca;2.570589;12022
-25.0098169138033;31.4969212696023;ca;3.639938;12022
-25.0106206301269;31.4975258007441;ca;5.875304;12022
-25.0097355137157;31.4972511453232;ca;3.906871;12022
-25.0096761488051;31.4970416911044;ca;2.486451;12022
-25.0097544904812;31.4971679833641;ca;4.171695;12022
-25.0103857159617;31.4975752174581;ca;5.073069;12022
-25.0104137681755;31.4973320052184;ca;4.52153;12022
-25.0096783052159;31.4973678634149;ca;2.738528;12022
-25.0098932680179;31.4967191839011;ca;1.039885;12022
-25.0101772891733;31.4969257642378;ca;1.857952;12022
-25.0100454773179;31.4967497965438;ca;1.271343;12022
-25.0102030857445;31.4968992402959;ca;2.471572;12022
-25.0104472176652;31.4971850978896;ca;1.85911;12022
-25.0102181102442;31.4975728771264;ca;1.528455;12022
-25.0102813524481;31.4967650585088;ca;4.004231;12022
-25.0098711202684;31.4974147783177;ca;1.665002;12022
-25.0104406534603;31.4973933179992;ca;1.609874;12022
-25.0097483242678;31.4975753999832;ca;3.615628;12022
-25.0099994714634;31.4975440842349;ca;5.044225;12022
-25.0103630132105;31.4967228045021;ca;5.331919;12022
-25.0102727700783;31.4967347825689;ca;2.242501;12022
-25.0100069860899;31.4975759482557;ca;2.534967;12022
-25.0105851847795;31.49674448602;ca;1.618068;12022
-25.0103074512397;31.4969492694245;ca;4.899913;12022
-25.0100646214301;31.4970867191698;ca;3.287593;12022
-25.0101101602938;31.4966829172904;ca;4.038606;12022
-25.0106261764361;31.4969466947782;ca;5.614023;12022
-25.010285099241;31.4970942537087;ca;4.281419;12022
-25.0097309571647;31.4967511238662;ca;5.817346;12022
-25.0100165851718;31.4972394726139;ca;3.401752;12022
-25.0098499476074;31.496769216885;ca;4.101708;12022
-25.0106276795565;31.4968278994494;ca;3.895865;12022
-25.0099599311923;31.4968307154622;ca;4.573046;12022
-25.0103990204977;31.4972113681834;ca;5.461522;12022
-25.0100706654669;31.4971126869179;ca;2.521601;12022
-25.0098515265392;31.4967063624166;ca;2.939256;12022
-25.0097309458637;31.4967660880246;ca;1.714471;12022
-25.0105443857488;31.4973805590989;ca;5.349545;12022
-25.0100439930869;31.4975599873293;ca;4.791475;12022
-25.0106153493627;31.4966774776467;ca;5.195618;12022
-25.0105915344082;31.496913274317;ca;3.283535;12022
-25.0101653491633;31.4971163790189;ca;1.740167;12022
-25.0105596036284;31.4973523230289;ca;2.840402;12022
-25.0099386982318;31.4970504823923;ca;5.007524;12022
-25.0098438736286;31.4972851229988;ca;1.287412;12022
-25.0102463277695;31.4968517814898;ca;4.222756;12022
-25.0105314330287;31.4966793928288;ca;5.075382;12022
-25.0106001383417;31.4969657564972;ca;3.950307;12022
-25.0097107495027;31.4968019228679;ca;3.444043;12022
